Geography,Total
1000000US440010307003003,0
1000000US440010307003004,66
1000000US440010307003005,70
1000000US440010307003006,188
1000000US440010307003007,84
1000000US440010307003008,45
1000000US440010307003009,61
1000000US440010307004000,51
1000000US440010307004001,9
1000000US440010307004002,0
1000000US440010307004003,64
1000000US440010307004004,0
1000000US440010307004005,0
1000000US440010307004006,0
1000000US440010307004007,5
1000000US440010307004008,47
1000000US440010307004009,47
1000000US440010307004010,45
1000000US440010307004011,63
1000000US440010307004012,129
1000000US440010307004013,56
1000000US440010307004014,0
1000000US440010307004015,109
1000000US440010307004016,40
1000000US440010307004017,67
1000000US440010307004018,82
1000000US440010307004019,21
1000000US440010307004020,56
1000000US440010307004021,30
1000000US440010307004022,20
1000000US440010307004023,76
1000000US440010308001000,69
1000000US440010308001001,16
1000000US440010308001002,0
1000000US440010308001003,63
1000000US440010308001004,119
1000000US440010308001005,13
1000000US440010308001006,23
1000000US440010308001007,41
1000000US440010308001008,17
1000000US440010308001009,9
1000000US440010308001010,10
1000000US440010308001011,35
1000000US440010308001012,56
1000000US440010308001013,29
1000000US440010308001014,67
1000000US440010308001015,25
1000000US440010308001016,61
1000000US440010308001017,25
1000000US440010308001018,63
1000000US440010308001019,36
1000000US440010308002000,56
1000000US440010308002001,3
1000000US440010308002002,189
1000000US440010308002003,55
1000000US440010308002004,56
1000000US440010308002005,48
1000000US440010308002006,34
1000000US440010308002007,101
1000000US440010308002008,76
1000000US440010308002009,26
1000000US440010308002010,30
1000000US440010308002011,24
1000000US440010308002012,24
1000000US440010308002013,30
1000000US440010308002014,18
1000000US440010308002015,45
1000000US440010308002016,36
1000000US440010308002017,88
1000000US440010308002018,9
1000000US440010308002019,27
1000000US440010308002020,32
1000000US440010308002021,19
1000000US440010308002022,76
1000000US440010308002023,21
1000000US440010308002024,23
1000000US440010308002025,0
1000000US440010308002026,92
1000000US440010308002027,8
1000000US440010308002028,10
1000000US440010308002029,0
1000000US440010308002030,0
1000000US440010308003000,67
1000000US440010308003001,47
1000000US440010308003002,82
1000000US440010308003003,62
1000000US440010308003004,23
1000000US440010308003005,17
1000000US440010308003006,13
1000000US440010308003007,35
1000000US440010308003008,27
1000000US440010308003009,0
1000000US440010308003010,0
1000000US440010308003011,0
1000000US440010308003012,88
1000000US440010308003013,0
1000000US440010308003014,2
1000000US440010308003015,0
1000000US440010308003016,0
1000000US440010308003017,0
1000000US440010308003018,0
1000000US440010308003019,9
1000000US440010308003020,22
1000000US440010308003021,96
1000000US440010308003022,78
1000000US440010308003023,4
1000000US440010308003024,0
1000000US440010308003025,0
1000000US440010308004000,0
1000000US440010308004001,0
1000000US440010308004002,1451
1000000US440010308004003,418
1000000US440010308004004,461
1000000US440010308004005,2
1000000US440010308004006,21
1000000US440010308004007,0
1000000US440010308004008,63
1000000US440010308004009,0
1000000US440010308004010,0
1000000US440010308004011,0
1000000US440010309011000,0
1000000US440010309011001,2
1000000US440010309011002,11
1000000US440010309011003,6
1000000US440010309011004,19
1000000US440010309011005,13
1000000US440010309011006,83
1000000US440010309011007,23
1000000US440010309011008,61
1000000US440010309011009,6
1000000US440010309011010,78
1000000US440010309011011,5
1000000US440010309011012,100
1000000US440010309011013,65
1000000US440010309011014,70
1000000US440010309011015,52
1000000US440010309011016,18
1000000US440010309011017,25
1000000US440010309011018,36
1000000US440010309011019,23
1000000US440010309011020,19
1000000US440010309011021,31
1000000US440010309011022,62
1000000US440010309011023,8
1000000US440010309011024,12
1000000US440010309011025,20
1000000US440010309011026,3
1000000US440010309011027,11
1000000US440010309011028,231
1000000US440010309011029,47
1000000US440010309011030,28
1000000US440010309011031,15
1000000US440010309011032,17
1000000US440010309011033,108
1000000US440010309011034,67
1000000US440010309011035,101
1000000US440010309011036,18
1000000US440010309012000,0
1000000US440010309012001,12
1000000US440010309012002,10
1000000US440010309012003,48
1000000US440010309012004,145
1000000US440010309012005,22
1000000US440010309012006,27
1000000US440010309012007,27
1000000US440010309012008,40
1000000US440010309012009,0
1000000US440010309012010,40
1000000US440010309012011,25
1000000US440010309012012,11
1000000US440010309012013,15
1000000US440010309012014,15
1000000US440010309012015,34
1000000US440010309012016,36
1000000US440010309012017,278
1000000US440010309012018,28
1000000US440010309012019,34
1000000US440010309012020,32
1000000US440010309012021,39
1000000US440010309012022,37
1000000US440010309012023,49
1000000US440010309012024,31
1000000US440010309012025,185
1000000US440010309012026,25
1000000US440010309012027,11
1000000US440010309012028,24
1000000US440010309012029,33
1000000US440010309012030,36
1000000US440010309012031,26
1000000US440010309012032,34
1000000US440010309012033,24
1000000US440010309012034,34
1000000US440010309012035,27
1000000US440010309012036,65
1000000US440010309012037,63
1000000US440010309012038,61
1000000US440010309012039,42
